,date,un_rate,12_mo_unemp_change,median_household_price,pct_house_change_year,housing_climb_change,cpi_change_all,cpi_change_less_food_and_energy,36_mo_cpi_change_all,average_sp_price,pct_monthly_sp_change,pct_bimonthly_sp_change,ten_yr_yield,one_yr_yield,yield_diff,yield_below_zero,years_since_recession,years_until_recession,recession_in_next_year,in_recession
13,1969-02-01,3.4,-0.3999999999999999,25700.0,7.531380753138076,0.35649286076139397,4.67836,5.32213,2.1208199999999997,101.5,-0.49019607843137253,-4.694835680751173,6.22,6.42,-0.20000000000000018,1,8.005479452054795,0.8301369863013699,1.0,0
14,1969-03-01,3.4,-0.30000000000000027,25700.0,7.531380753138076,0.35649286076139397,5.24781,5.58659,2.4691500000000004,99.3,-2.1674876847290667,-2.6470588235294144,6.25,6.48,-0.23000000000000043,1,8.082191780821917,0.7534246575342466,1.0,0
15,1969-04-01,3.4,-0.10000000000000009,25900.0,4.016064257028113,-2.8508885326714584,5.52326,6.12813,2.6551899999999997,101.3,2.014098690835851,-0.19704433497537227,6.25,6.24,0.009999999999999787,0,8.167123287671233,0.6684931506849315,1.0,0
16,1969-05-01,3.4,-0.10000000000000009,25900.0,4.016064257028113,-2.8508885326714584,5.50725,5.83333,2.74359,104.6,3.257650542941754,5.337361530715002,6.25,6.32,-0.07000000000000028,1,8.24931506849315,0.5863013698630137,1.0,0
17,1969-06-01,3.5,-0.20000000000000018,25900.0,4.016064257028113,-2.8508885326714584,5.4755,5.8011,3.0395600000000003,99.14,-5.219885277246648,-2.132280355380056,6.56,6.65,-0.09000000000000075,1,8.334246575342465,0.5013698630136987,1.0,0
18,1969-07-01,3.5,-0.20000000000000018,25900.0,4.435483870967742,-5.786738351254481,5.44413,5.76923,2.68922,94.71,-4.468428484970755,-9.45506692160612,6.75,7.67,-0.9199999999999999,1,8.416438356164383,0.4191780821917808,1.0,0
19,1969-08-01,3.5,0.0,25900.0,4.435483870967742,-5.786738351254481,5.42857,6.0274,1.9420399999999995,94.18,-0.5596029986273751,-5.003026023804715,6.66,7.58,-0.9199999999999999,1,8.501369863013698,0.33424657534246577,1.0,0
20,1969-09-01,3.7,0.30000000000000027,25900.0,4.435483870967742,-5.786738351254481,5.69801,5.99455,2.12432,94.51,0.35039286472711645,-0.21117094287824797,6.87,7.7,-0.8300000000000001,1,8.586301369863014,0.2493150684931507,1.0,0
21,1969-10-01,3.7,0.30000000000000027,24900.0,-2.734375,-14.524768013100436,5.66572,5.96206,1.8742500000000004,95.52,1.0686699820124756,1.4228073901040443,7.52,8.03,-0.5099999999999998,1,8.668493150684931,0.16712328767123288,1.0,0
22,1969-11-01,3.5,0.10000000000000009,24900.0,-2.734375,-14.524768013100436,5.9322,5.66038,2.37314,96.21,0.7223618090452238,1.798751454872488,6.9,7.57,-0.6699999999999999,1,8.753424657534246,0.0821917808219178,1.0,0
23,1969-12-01,3.5,0.10000000000000009,24900.0,-2.734375,-14.524768013100436,5.89888,5.91398,2.53938,91.11,-5.3009042719052015,-4.6168341708542675,7.29,7.93,-0.6399999999999997,1,0.0,0.0,1.0,1
24,1970-01-01,3.9,0.5,23900.0,-7.003891050583658,-14.535271803721734,6.16246,6.16622,2.9629600000000003,90.31,-0.8780594885303448,-6.132418667498173,7.86,8.28,-0.41999999999999904,1,0.0,0.0,1.0,1
25,1970-02-01,4.2,0.8000000000000003,23900.0,-7.003891050583658,-14.535271803721734,6.42458,5.85106,3.5567499999999996,87.16,-3.487985826597282,-4.335418724618596,7.65,8.04,-0.3899999999999988,1,0.0,0.0,1.0,1
26,1970-03-01,4.4,1.0000000000000004,23900.0,-7.003891050583658,-14.535271803721734,6.09418,6.08466,3.54601,88.65,1.7094997705369541,-1.83811316576237,6.95,7.14,-0.1899999999999995,1,0.0,0.0,1.0,1
27,1970-04-01,4.6,1.1999999999999997,24400.0,-5.7915057915057915,-9.807570048533904,6.06061,6.03675,3.5203399999999996,85.95,-3.04568527918782,-1.3882514915098598,7.04,6.82,0.21999999999999975,0,0.0,0.0,1.0,1
28,1970-05-01,4.8,1.4,24400.0,-5.7915057915057915,-9.807570048533904,6.04396,6.29921,3.7255700000000003,76.06,-11.506689936009309,-14.201917653694307,7.85,7.76,0.08999999999999986,0,0.0,0.0,1.0,1
29,1970-06-01,4.9,1.4000000000000004,24400.0,-5.7915057915057915,-9.807570048533904,6.01093,6.52742,3.16967,75.59,-0.6179332106231907,-12.053519488074462,7.84,7.55,0.29000000000000004,0,0.0,0.0,1.0,1
30,1970-07-01,5.0,1.5,23000.0,-11.196911196911197,-15.632395067878939,5.70652,6.23377,2.7789400000000004,75.72,0.17198042069056152,-0.4470155140678457,7.64,7.35,0.29000000000000004,0,0.0,0.0,1.0,1
